INPUT,OUTPUT,helper
1.7465,3.4929,6505
1.7448,3.4892,6504
1.7465,3.4846,6503
1.7477,3.4804,6502
1.7467,3.4765,6501
1.7486,3.4718,6500
1.7488,3.4678,6499
1.7483,3.4637,6498
1.7497,3.4591,6497
1.7502,3.4548,6496
1.7499,3.4506,6495
1.7513,3.4458,6494
1.7513,3.4417,6493
1.7521,3.4369,6492
1.7527,3.4325,6491
1.7547,3.4281,6490
1.7534,3.4246,6489
1.7538,3.4203,6488
1.7549,3.4156,6487
1.7547,3.4112,6486
1.7555,3.4065,6485
1.7566,3.402,6484
1.7558,3.3978,6483
1.7568,3.3929,6482
1.7577,3.3883,6481
1.7577,3.3837,6480
1.7591,3.3788,6479
1.7586,3.3745,6478
1.7588,3.3693,6477
1.7609,3.3642,6476
1.76,3.36,6475
1.7604,3.3547,6474
1.7624,3.3496,6473
1.7606,3.3453,6472
1.7621,3.3396,6471
1.7642,3.3345,6470
1.7624,3.3303,6469
1.7637,3.3246,6468
1.7651,3.3194,6467
1.7641,3.3148,6466
1.7666,3.309,6465
1.7652,3.3045,6464
1.766,3.2987,6463
1.7681,3.2932,6462
1.7669,3.2888,6461
1.7668,3.2831,6460
1.7698,3.277,6459
1.7676,3.2727,6458
1.7691,3.2665,6457
1.7713,3.2609,6456
1.7687,3.2565,6455
1.7708,3.2497,6454
1.7723,3.244,6453
1.7713,3.239,6452
1.7737,3.233,6451
1.7722,3.2282,6450
1.7723,3.2221,6449
1.7751,3.2157,6448
1.7737,3.2109,6447
1.7743,3.2046,6446
1.7768,3.1982,6445
1.7742,3.1935,6444
1.7762,3.1863,6443
1.7784,3.1803,6442
1.7765,3.1752,6441
1.7778,3.1685,6440
1.7793,3.1623,6439
1.778,3.1566,6438
1.7806,3.1498,6437
1.7793,3.1443,6436
1.7798,3.1377,6435
1.7821,3.1313,6434
1.7807,3.1259,6433
1.7811,3.1192,6432
1.7837,3.1121,6431
1.782,3.1068,6430
1.7833,3.0995,6429
1.7851,3.0928,6428
1.7833,3.0874,6427
1.7849,3.0798,6426
1.7859,3.0731,6425
1.7857,3.0669,6424
1.7872,3.0597,6423
1.7867,3.0536,6422
1.7869,3.0467,6421
1.7886,3.0396,6420
1.7882,3.0334,6419
1.7888,3.0263,6418
1.7902,3.0191,6417
1.7896,3.0126,6416
1.7906,3.0051,6415
1.7915,2.9979,6414
1.7913,2.9911,6413
1.7933,2.9841,6412
1.7923,2.9778,6411
1.7933,2.9707,6410
1.7933,2.9637,6409
1.7941,2.9564,6408
1.7946,2.9492,6407
1.7947,2.942,6406
1.7954,2.9346,6405
1.7968,2.9272,6404
1.7959,2.9207,6403
1.7973,2.9125,6402
1.7978,2.9052,6401
1.7971,2.8979,6400
1.7991,2.8899,6399
1.7992,2.8828,6398
1.7985,2.8755,6397
1.8002,2.867,6396
1.7998,2.8593,6395
1.8011,2.8508,6394
1.8022,2.8428,6393
1.8011,2.8356,6392
1.8026,2.8266,6391
1.8038,2.8188,6390
1.8022,2.8116,6389
1.8039,2.8021,6388
1.8058,2.7939,6387
1.8037,2.7871,6386
1.806,2.7778,6385
1.8064,2.77,6384
1.8049,2.7622,6383
1.8077,2.7523,6382
1.8081,2.7449,6381
1.8066,2.737,6380
1.809,2.7272,6379
1.8081,2.7191,6378
1.8096,2.7096,6377
1.8115,2.7006,6376
1.8088,2.6935,6375
1.8109,2.6832,6374
1.8125,2.6744,6373
1.8104,2.6667,6372
1.8135,2.6561,6371
1.8136,2.6482,6370
1.812,2.6401,6369
1.8143,2.6291,6368
1.8151,2.6206,6367
1.8136,2.6119,6366
1.8164,2.6014,6365
1.8151,2.593,6364
1.8164,2.5826,6363
1.8181,2.5731,6362
1.816,2.5647,6361
1.818,2.5533,6360
1.8198,2.544,6359
1.8176,2.5361,6358
1.82,2.5248,6357
1.8205,2.5156,6356
1.8194,2.5063,6355
1.8219,2.495,6354
1.8218,2.4861,6353
1.8208,2.4765,6352
1.8229,2.465,6351
1.8222,2.4553,6350
1.8234,2.4442,6349
1.8251,2.434,6348
1.8234,2.4248,6347
1.8249,2.4131,6346
1.8261,2.4025,6345
1.8251,2.3928,6344
1.8271,2.3812,6343
1.8273,2.3712,6342
1.827,2.361,6341
1.8283,2.3494,6340
1.8288,2.3392,6339
1.8286,2.3285,6338
1.8299,2.3172,6337
1.8298,2.3066,6336
1.8306,2.2955,6335
1.8312,2.2846,6334
1.8319,2.274,6333
1.832,2.2634,6332
1.8322,2.2522,6331
1.8335,2.2406,6330
1.8332,2.2302,6329
1.834,2.2186,6328
1.8349,2.207,6327
1.8345,2.196,6326
1.8355,2.1837,6325
1.8364,2.1719,6324
1.8362,2.1609,6323
1.8378,2.1489,6322
1.837,2.1382,6321
1.8372,2.1258,6320
1.8395,2.1129,6319
1.8385,2.1022,6318
1.8391,2.0893,6317
1.8411,2.0768,6316
1.8391,2.0659,6315
1.8408,2.0519,6314
1.842,2.0395,6313
1.8415,2.0282,6312
1.8423,2.015,6311
1.8437,2.0024,6310
1.8425,1.9909,6309
1.8452,1.9771,6308
1.8439,1.9664,6307
1.8443,1.9526,6306
1.847,1.9389,6305
1.8454,1.9284,6304
1.8455,1.9144,6303
1.8483,1.9,6302
1.8463,1.8891,6301
1.8478,1.874,6300
1.8491,1.8606,6299
1.8478,1.8485,6298
1.8493,1.8334,6297
1.8507,1.8197,6296
1.8498,1.8075,6295
1.8524,1.793,6294
1.8508,1.7819,6293
1.8508,1.7671,6292
1.8539,1.7517,6291
1.8524,1.7404,6290
1.8527,1.7255,6289
1.8554,1.7106,6288
1.8528,1.699,6287
1.8548,1.682,6286
1.8569,1.6676,6285
1.8548,1.6561,6284
1.8563,1.6399,6283
1.8577,1.6253,6282
1.8565,1.6119,6281
1.8592,1.5955,6280
1.8579,1.5832,6279
1.8585,1.5673,6278
1.8605,1.5521,6277
1.8595,1.5391,6276
1.8595,1.5235,6275
1.8621,1.5071,6274
1.8606,1.4942,6273
1.8618,1.4771,6272
1.8636,1.4618,6271
1.8619,1.4484,6270
1.8634,1.431,6269
1.8645,1.4153,6268
1.8642,1.4008,6267
1.8658,1.3845,6266
1.8653,1.3702,6265
1.8656,1.354,6264
1.8672,1.3372,6263
1.8667,1.3226,6262
1.8674,1.3062,6261
1.8686,1.2902,6260
1.8682,1.2753,6259
1.8691,1.2584,6258
1.87,1.2422,6257
1.8709,1.2273,6256
1.871,1.2128,6255
1.8709,1.1975,6254
1.8719,1.1812,6253
1.8718,1.1659,6252
1.8726,1.1494,6251
1.8733,1.1332,6250
1.8732,1.1177,6249
1.8741,1.1007,6248
1.8754,1.0847,6247
1.8741,1.0704,6246
1.8758,1.0524,6245
1.8764,1.0367,6244
1.8756,1.0211,6243
1.8777,1.0028,6242
1.8779,0.9878,6241
1.8771,0.9722,6240
1.8787,0.9536,6239
1.8783,0.9378,6238
1.8793,0.9198,6237
1.8807,0.9027,6236
1.8796,0.888,6235
1.881,0.8696,6234
1.8825,0.853,6233
1.8807,0.8384,6232
1.8834,0.8186,6231
1.8836,0.804,6230
1.8821,0.7884,6229
1.8846,0.7689,6228
1.885,0.7536,6227
1.8836,0.7385,6226
1.8864,0.7184,6225
1.885,0.7038,6224
1.8865,0.6851,6223
1.8874,0.6685,6222
1.8866,0.653,6221
1.8882,0.6343,6220
1.8902,0.6182,6219
1.8876,0.6056,6218
1.8903,0.5861,6217
1.8907,0.5718,6216
1.889,0.5577,6215
1.8921,0.5388,6214
1.8921,0.5256,6213
1.8905,0.5119,6212
1.893,0.493,6211
1.8921,0.4789,6210
1.8935,0.4615,6209
1.895,0.4466,6208
1.8936,0.4343,6207
1.8952,0.4174,6206
1.8966,0.4035,6205
1.8947,0.3921,6204
1.8975,0.375,6203
1.8975,0.3639,6202
1.8962,0.352,6201
1.8984,0.3358,6200
1.8991,0.3242,6199
1.8978,0.3133,6198
1.9003,0.2983,6197
1.8994,0.2883,6196
1.9007,0.2753,6195
1.9014,0.2641,6194
1.901,0.2544,6193
1.9021,0.2421,6192
1.9036,0.2321,6191
1.9022,0.225,6190
1.9039,0.2136,6189
1.9043,0.2052,6188
1.9039,0.1975,6187
1.9057,0.1872,6186
1.9059,0.1807,6185
1.9057,0.1739,6184
1.9067,0.1656,6183
1.9075,0.1588,6182
1.9074,0.1531,6181
1.9086,0.1459,6180
1.9085,0.1404,6179
1.9107,0.1337,6178
1.9096,0.132,6177
1.9106,0.1271,6176
1.9107,0.1237,6175
1.9109,0.1197,6174
1.9122,0.1151,6173
1.9117,0.1136,6172
1.9125,0.1092,6171
1.9136,0.1057,6170
1.9132,0.104,6169
1.9141,0.0999,6168
1.915,0.0969,6167
1.9149,0.0949,6166
1.9164,0.0913,6165
1.9157,0.0914,6164
1.9158,0.0889,6163
1.9181,0.0851,6162
1.9171,0.0851,6161
1.9175,0.0828,6160
1.9199,0.0795,6159
1.9178,0.0809,6158
1.9195,0.0776,6157
1.9208,0.0752,6156
1.9201,0.0751,6155
1.921,0.0731,6154
1.9224,0.0711,6153
1.9212,0.0713,6152
1.9239,0.0679,6151
1.9224,0.0687,6150
1.9231,0.0672,6149
1.9255,0.0646,6148
1.9239,0.0655,6147
1.9239,0.0646,6146
1.9271,0.0615,6145
1.9251,0.0626,6144
1.9265,0.0607,6143
1.928,0.059,6142
1.9265,0.0596,6141
1.9279,0.058,6140
1.9293,0.0566,6139
1.9285,0.0565,6138
1.9311,0.0547,6137
1.9294,0.0552,6136
1.9296,0.0547,6135
1.9327,0.0524,6134
1.9309,0.053,6133
1.9316,0.0521,6132
1.9342,0.0504,6131
1.9315,0.0514,6130
1.9337,0.0499,6129
1.9349,0.0489,6128
1.9341,0.0489,6127
1.9349,0.0481,6126
1.9364,0.0471,6125
1.9353,0.0474,6124
1.9378,0.0459,6123
1.9366,0.0461,6122
1.9372,0.0455,6121
1.9395,0.0442,6120
1.9381,0.0445,6119
1.9384,0.0439,6118
1.9407,0.0428,6117
1.9393,0.0431,6116
1.9406,0.0422,6115
1.9417,0.0417,6114
1.941,0.0416,6113
1.9421,0.041,6112
1.9432,0.0403,6111
1.943,0.0401,6110
1.9445,0.0396,6109
1.9441,0.0394,6108
1.9443,0.0389,6107
1.9459,0.0382,6106
1.9456,0.0381,6105
1.9462,0.0376,6104
1.9473,0.0371,6103
1.9469,0.037,6102
1.9478,0.0367,6101
1.9493,0.0361,6100
1.9489,0.0358,6099
1.9496,0.0355,6098
1.9495,0.0352,6097
1.9507,0.0347,6096
1.9505,0.0345,6095
1.9513,0.0342,6094
1.9523,0.0337,6093
1.9517,0.0336,6092
1.9527,0.0332,6091
1.9541,0.0327,6090
1.953,0.0327,6089
1.9545,0.0323,6088
1.9551,0.032,6087
1.9542,0.0319,6086
1.9563,0.0315,6085
1.9567,0.0312,6084
1.9557,0.031,6083
1.9577,0.0306,6082
1.9568,0.0304,6081
1.9583,0.0301,6080
1.9599,0.0297,6079
1.9578,0.0299,6078
1.9598,0.0293,6077
1.9611,0.029,6076
1.9593,0.029,6075
1.9621,0.0284,6074
1.9621,0.0283,6073
1.9607,0.0283,6072
1.9631,0.0279,6071
1.9638,0.0276,6070
1.9624,0.0276,6069
1.9651,0.0271,6068
1.9638,0.027,6067
1.9651,0.0267,6066
1.9661,0.0266,6065
1.9652,0.0265,6064
1.9668,0.0261,6063
1.9688,0.0258,6062
1.9663,0.0259,6061
1.9688,0.0255,6060
1.9693,0.0254,6059
1.9677,0.0252,6058
1.9708,0.0249,6057
1.9708,0.0247,6056
1.9692,0.0247,6055
1.9716,0.0242,6054
1.9708,0.0242,6053
1.972,0.024,6052
1.9736,0.0238,6051
1.9723,0.0237,6050
1.9738,0.0235,6049
1.9753,0.0232,6048
1.9733,0.0232,6047
1.9761,0.0228,6046
1.9763,0.0227,6045
1.9748,0.0227,6044
1.9771,0.0223,6043
1.9775,0.0222,6042
1.9766,0.0222,6041
1.9789,0.0219,6040
1.978,0.0219,6039
1.9792,0.0217,6038
1.98,0.0214,6037
1.9797,0.0213,6036
1.9809,0.0211,6035
1.9822,0.0209,6034
1.9809,0.0209,6033
1.9825,0.0206,6032
1.983,0.0205,6031
1.9826,0.0204,6030
1.9843,0.0202,6029
1.9845,0.0201,6028
1.9842,0.02,6027
1.9854,0.0198,6026
1.9855,0.0198,6025
1.9863,0.0195,6024
1.9872,0.0194,6023
1.988,0.0191,6022
1.9877,0.0191,6021
1.9882,0.019,6020
1.9892,0.0188,6019
1.9887,0.0187,6018
1.9898,0.0187,6017
1.991,0.0184,6016
1.9904,0.0184,6015
1.9912,0.0183,6014
1.9921,0.0182,6013
1.9917,0.0182,6012
1.9934,0.018,6011
1.9928,0.0178,6010
1.9934,0.0177,6009
1.9952,0.0175,6008
1.9942,0.0173,6007
1.9945,0.0173,6006
1.9968,0.0172,6005
1.9953,0.0171,6004
1.9966,0.017,6003
1.9984,0.0169,6002
1.9964,0.0168,6001
1.9981,0.0167,6000
1.9994,0.0166,5999
1.9987,0.0164,5998
2.0009,0.0163,5997
1.9995,0.0163,5996
1.9997,0.0162,5995
2.0023,0.0159,5994
2.0011,0.0159,5993
2.0016,0.0158,5992
2.0041,0.0157,5991
2.0016,0.0157,5990
2.0035,0.0156,5989
2.0057,0.0154,5988
2.0035,0.0154,5987
2.0051,0.0152,5986
2.0066,0.015,5985
2.0052,0.0149,5984
2.0079,0.0148,5983
2.0063,0.0148,5982
2.0071,0.0148,5981
2.0095,0.0146,5980
2.0081,0.0146,5979
2.0081,0.0144,5978
2.0112,0.0143,5977
2.0091,0.0143,5976
2.0106,0.0142,5975
2.0128,0.0141,5974
2.0101,0.0141,5973
2.0121,0.014,5972
2.0135,0.0137,5971
2.0128,0.0137,5970
2.0137,0.0137,5969
2.0149,0.0135,5968
2.0138,0.0135,5967
2.0164,0.0135,5966
2.0151,0.0134,5965
2.0158,0.0134,5964
2.018,0.0132,5963
2.0168,0.0131,5962
2.0169,0.013,5961
2.0193,0.0129,5960
2.018,0.013,5959
2.0192,0.0129,5958
2.0202,0.0126,5957
2.0198,0.0126,5956
2.0207,0.0126,5955
2.0218,0.0124,5954
2.0216,0.0124,5953
2.023,0.0123,5952
2.0226,0.0123,5951
2.0229,0.0123,5950
2.0244,0.0121,5949
2.0242,0.012,5948
2.0248,0.0119,5947
2.0258,0.0119,5946
2.0256,0.0118,5945
2.0277,0.0118,5944
2.0266,0.0118,5943
2.0275,0.0116,5942
2.028,0.0116,5941
2.0279,0.0116,5940
2.0293,0.0115,5939
2.029,0.0114,5938
2.0299,0.0114,5937
2.0308,0.0112,5936
2.03,0.0112,5935
2.0314,0.0111,5934
2.0327,0.011,5933
2.0314,0.0109,5932
2.0331,0.0109,5931
2.0335,0.0108,5930
2.0328,0.0108,5929
2.035,0.0108,5928
2.0353,0.0108,5927
2.0343,0.0107,5926
2.0361,0.0105,5925
2.0355,0.0105,5924
2.0368,0.0105,5923
2.0386,0.0103,5922
2.0365,0.0104,5921
2.0383,0.0103,5920
2.0397,0.0102,5919
2.0378,0.0102,5918
2.0407,0.0101,5917
2.0408,0.0101,5916
2.0392,0.0101,5915
2.0417,0.0101,5914
2.0423,0.0099,5913
2.041,0.0099,5912
2.0437,0.0098,5911
2.0422,0.0098,5910
2.0439,0.0096,5909
2.0452,0.0096,5908
2.0431,0.0096,5907
2.0455,0.0095,5906
2.0474,0.0094,5905
2.0447,0.0094,5904
2.0473,0.0094,5903
2.0479,0.0094,5902
2.0462,0.0092,5901
2.0491,0.0092,5900
2.0494,0.0091,5899
2.0478,0.009,5898
2.0502,0.009,5897
2.0494,0.009,5896
2.0508,0.0089,5895
2.0527,0.0088,5894
2.0502,0.0089,5893
2.0523,0.0088,5892
2.0537,0.0087,5891
2.0519,0.0088,5890
2.0547,0.0087,5889
2.0548,0.0087,5888
2.0535,0.0086,5887
2.0554,0.0085,5886
2.0562,0.0085,5885
2.0551,0.0085,5884
2.0574,0.0084,5883
2.0565,0.0083,5882
2.0578,0.0083,5881
2.059,0.0083,5880
2.0578,0.0083,5879
2.0594,0.0083,5878
2.0608,0.0083,5877
2.0594,0.0083,5876
2.0611,0.0081,5875
2.0618,0.008,5874
2.0612,0.008,5873
2.0627,0.0079,5872
2.0629,0.0078,5871
2.0629,0.0078,5870
2.064,0.0078,5869
2.0641,0.0078,5868
2.0668,0.0077,5867
2.0652,0.0077,5866
2.0663,0.0076,5865
2.0663,0.0076,5864
2.0668,0.0075,5863
2.0679,0.0076,5862
2.0671,0.0076,5861
2.0683,0.0075,5860
2.0695,0.0074,5859
2.0688,0.0073,5858
2.0697,0.0073,5857
2.0707,0.0073,5856
2.0702,0.0074,5855
2.0721,0.0073,5854
2.0714,0.0073,5853
2.0721,0.0073,5852
2.0738,0.0071,5851
2.0729,0.0071,5850
2.0729,0.007,5849
2.0753,0.007,5848
2.0738,0.007,5847
2.0751,0.007,5846
2.077,0.0069,5845
2.0748,0.0069,5844
2.0765,0.0069,5843
2.078,0.0069,5842
2.0772,0.0068,5841
2.0795,0.0068,5840
2.0781,0.0068,5839
2.0783,0.0068,5838
2.0812,0.0066,5837
2.0796,0.0066,5836
2.08,0.0065,5835
2.0826,0.0065,5834
2.08,0.0065,5833
2.0822,0.0065,5832
2.0841,0.0065,5831
2.0822,0.0065,5830
2.0836,0.0065,5829
2.0851,0.0064,5828
2.0837,0.0064,5827
2.0865,0.0063,5826
2.0852,0.0063,5825
2.0857,0.0063,5824
2.0882,0.0063,5823
2.0865,0.0062,5822
2.0867,0.0062,5821
2.0897,0.0061,5820
2.0875,0.0062,5819
2.0893,0.0061,5818
2.0912,0.006,5817
2.0887,0.0061,5816
2.0907,0.0061,5815
2.092,0.006,5814
2.0914,0.0058,5813
2.0934,0.0059,5812
2.092,0.0058,5811
2.0924,0.0058,5810
2.0948,0.0058,5809
2.0937,0.0058,5808
2.0942,0.0058,5807
2.0964,0.0058,5806
2.0947,0.0057,5805
2.0962,0.0057,5804
2.0978,0.0058,5803
2.0965,0.0057,5802
2.0978,0.0056,5801
2.0989,0.0055,5800
2.0982,0.0055,5799
2.1001,0.0055,5798
2.0996,0.0055,5797
2.1002,0.0055,5796
2.1014,0.0055,5795
2.1011,0.0054,5794
2.1015,0.0055,5793
2.1029,0.0055,5792
2.1027,0.0054,5791
2.1034,0.0053,5790
2.105,0.0052,5789
2.1046,0.0052,5788
2.105,0.0051,5787
2.105,0.0052,5786
2.1061,0.0051,5785
2.1061,0.0051,5784
2.1069,0.0051,5783
2.1078,0.0051,5782
2.1075,0.0051,5781
2.1084,0.0051,5780
2.1093,0.0051,5779
2.1086,0.0051,5778
2.1104,0.005,5777
2.1107,0.005,5776
2.1099,0.0049,5775
2.1116,0.0048,5774
2.1122,0.0049,5773
2.1112,0.0049,5772
2.1135,0.0049,5771
2.1125,0.0048,5770
2.1137,0.0048,5769
2.1148,0.0048,5768
2.114,0.0047,5767
2.1153,0.0047,5766
2.1171,0.0047,5765
2.1148,0.0047,5764
2.1169,0.0047,5763
2.1184,0.0047,5762
2.1164,0.0047,5761
2.1193,0.0046,5760
2.1192,0.0045,5759
2.1178,0.0045,5758
2.1203,0.0046,5757
2.1208,0.0046,5756
2.1193,0.0046,5755
2.1223,0.0045,5754
2.121,0.0045,5753
2.1223,0.0044,5752
2.1239,0.0044,5751
2.1218,0.0044,5750
2.1239,0.0044,5749
2.1259,0.0044,5748
2.1232,0.0044,5747
2.126,0.0044,5746
2.1264,0.0044,5745
2.1249,0.0043,5744
2.1278,0.0042,5743
2.128,0.0043,5742
2.1264,0.0044,5741
2.1287,0.0043,5740
2.128,0.0042,5739
2.1293,0.0042,5738
2.1312,0.0041,5737
2.1289,0.0041,5736
2.1308,0.0041,5735
2.1323,0.0041,5734
2.1304,0.004,5733
2.1332,0.0041,5732
2.1334,0.0041,5731
2.1321,0.004,5730
2.1343,0.004,5729
2.1348,0.004,5728
2.1337,0.004,5727
2.136,0.0039,5726
2.1351,0.004,5725
2.1364,0.004,5724
2.1376,0.0038,5723
2.1365,0.0039,5722
2.1378,0.0039,5721
2.1392,0.0039,5720
2.1382,0.0039,5719
2.1396,0.004,5718
2.1402,0.0038,5717
2.1399,0.0038,5716
2.1413,0.0038,5715
2.1417,0.0038,5714
2.1416,0.0037,5713
2.1424,0.0037,5712
2.1435,0.0037,5711
2.1433,0.0037,5710
2.1436,0.0037,5709
2.1448,0.0037,5708
2.1448,0.0037,5707
2.1453,0.0037,5706
2.1465,0.0036,5705
2.1457,0.0037,5704
2.1467,0.0037,5703
2.1478,0.0037,5702
2.1475,0.0035,5701
2.1482,0.0035,5700
2.1492,0.0035,5699
2.1487,0.0035,5698
2.1507,0.0035,5697
2.1499,0.0035,5696
2.1503,0.0036,5695
2.1524,0.0036,5694
2.1513,0.0034,5693
2.1515,0.0034,5692
2.1541,0.0034,5691
2.1523,0.0034,5690
2.1536,0.0034,5689
2.1549,0.0033,5688
2.1538,0.0034,5687
2.1553,0.0034,5686
2.1565,0.0034,5685
2.1559,0.0033,5684
2.1581,0.0033,5683
2.1567,0.0033,5682
2.1567,0.0033,5681
2.1597,0.0033,5680
2.1582,0.0033,5679
2.1586,0.0033,5678
2.1613,0.0032,5677
2.1585,0.0032,5676
2.1606,0.0032,5675
2.1621,0.0031,5674
2.1611,0.0032,5673
2.1621,0.0032,5672
2.1636,0.0032,5671
2.1623,0.0032,5670
2.1653,0.0032,5669
2.1636,0.0032,5668
2.1642,0.0031,5667
2.1667,0.0031,5666
2.1651,0.0031,5665
2.1653,0.0031,5664
2.1682,0.0031,5663
2.1662,0.003,5662
2.1676,0.0029,5661
2.1691,0.003,5660
2.1678,0.0031,5659
2.1692,0.0031,5658
2.1706,0.0031,5657
2.1699,0.003,5656
2.172,0.0029,5655
2.1708,0.003,5654
2.171,0.0029,5653
2.1735,0.0029,5652
2.1722,0.0029,5651
2.1728,0.0029,5650
2.1748,0.0029,5649
2.1731,0.0029,5648
2.1748,0.0029,5647
2.1762,0.0029,5646
2.1751,0.0029,5645
2.1763,0.0029,5644
2.1774,0.0028,5643
2.1769,0.0028,5642
2.1785,0.0029,5641
2.178,0.0027,5640
2.1787,0.0027,5639
2.18,0.0027,5638
2.1797,0.0027,5637
2.18,0.0027,5636
2.1813,0.0028,5635
2.1813,0.0028,5634
2.1831,0.0028,5633
2.1824,0.0027,5632
2.1834,0.0027,5631
2.1838,0.0026,5630
2.1835,0.0026,5629
2.1845,0.0026,5628
2.1846,0.0026,5627
2.1854,0.0026,5626
2.1863,0.0026,5625
2.186,0.0026,5624
2.1868,0.0026,5623
2.188,0.0026,5622
2.1869,0.0026,5621
2.189,0.0026,5620
2.1892,0.0026,5619
2.1883,0.0026,5618
2.1903,0.0026,5617
2.1908,0.0026,5616
2.1897,0.0025,5615
2.192,0.0026,5614
2.1909,0.0025,5613
2.1924,0.0026,5612
2.1932,0.0025,5611
2.1926,0.0025,5610
2.194,0.0026,5609
2.1957,0.0026,5608
2.1934,0.0025,5607
2.1958,0.0024,5606
2.1963,0.0024,5605
2.1947,0.0024,5604
2.1978,0.0025,5603
2.1981,0.0024,5602
2.1964,0.0023,5601
2.1988,0.0023,5600
2.1978,0.0024,5599
2.1994,0.0024,5598
2.2007,0.0024,5597
2.1994,0.0024,5596
2.2011,0.0024,5595
2.2027,0.0023,5594
2.2002,0.0023,5593
2.2034,0.0023,5592
2.2034,0.0023,5591
2.2018,0.0022,5590
2.2042,0.0022,5589
2.205,0.0022,5588
2.2035,0.0023,5587
2.2062,0.0022,5586
2.2049,0.0022,5585
2.2063,0.0022,5584
2.2074,0.0023,5583
2.2065,0.0022,5582
2.2081,0.0023,5581
2.2098,0.0022,5580
2.2074,0.0022,5579
2.2099,0.0022,5578
2.2103,0.0022,5577
2.2091,0.0022,5576
2.2117,0.0022,5575
2.2117,0.0022,5574
2.2108,0.0022,5573
2.2127,0.0022,5572
2.2123,0.0022,5571
2.2135,0.0021,5570
2.2146,0.0022,5569
2.2138,0.0022,5568
2.2149,0.0022,5567
2.216,0.0021,5566
2.2151,0.0021,5565
2.217,0.0021,5564
2.2173,0.002,5563
2.2168,0.002,5562
2.2181,0.0021,5561
2.2188,0.0021,5560
2.2185,0.0021,5559
2.2199,0.0021,5558
2.2199,0.0021,5557
2.2205,0.002,5556
2.2227,0.002,5555
2.2217,0.0021,5554
2.2218,0.0019,5553
2.2222,0.002,5552
2.2234,0.0019,5551
2.2234,0.002,5550
2.2238,0.0019,5549
2.2252,0.0021,5548
2.2243,0.0019,5547
2.2254,0.002,5546
2.2264,0.0019,5545
2.2262,0.0019,5544
2.2269,0.002,5543
2.228,0.0019,5542
2.2273,0.0019,5541
2.2295,0.0019,5540
2.2283,0.0019,5539
2.2289,0.0019,5538
2.2309,0.0019,5537
2.2299,0.0019,5536
2.2299,0.0019,5535
2.2327,0.0019,5534
2.2309,0.0019,5533
2.2323,0.0019,5532
2.2337,0.0019,5531
2.2324,0.0019,5530
2.2337,0.0019,5529
2.2352,0.0019,5528
2.2344,0.0018,5527
2.2369,0.0019,5526
2.2352,0.0019,5525
2.2352,0.0019,5524
2.2384,0.0019,5523
2.2367,0.0019,5522
2.2374,0.0019,5521
2.2398,0.0018,5520
2.2372,0.0018,5519
2.2392,0.0018,5518
2.2407,0.0018,5517
2.2398,0.0018,5516
2.2407,0.0017,5515
2.2423,0.0018,5514
2.2409,0.0018,5513
2.2437,0.0017,5512
2.2423,0.0017,5511
2.2428,0.0017,5510
2.2455,0.0017,5509
2.2437,0.0017,5508
2.244,0.0017,5507
2.2469,0.0018,5506
2.2447,0.0017,5505
2.2463,0.0017,5504
2.2476,0.0016,5503
2.2466,0.0016,5502
2.2477,0.0016,5501
2.2492,0.0017,5500
2.2484,0.0018,5499
2.2506,0.0017,5498
2.2494,0.0016,5497
2.2496,0.0017,5496
2.2522,0.0017,5495
2.2509,0.0017,5494
2.2515,0.0016,5493
2.2537,0.0017,5492
2.2519,0.0016,5491
2.2533,0.0017,5490
2.2545,0.0016,5489
2.2542,0.0016,5488
2.2551,0.0017,5487
2.2559,0.0016,5486
2.2555,0.0016,5485
2.2573,0.0016,5484
2.2569,0.0016,5483
2.2574,0.0016,5482
2.2587,0.0015,5481
2.2583,0.0015,5480
2.2589,0.0015,5479
2.26,0.0015,5478
2.261,0.0015,5477
2.2608,0.0016,5476
2.2607,0.0016,5475
2.2619,0.0015,5474
2.2624,0.0015,5473
2.2621,0.0015,5472
2.2633,0.0015,5471
2.2632,0.0015,5470
2.2641,0.0016,5469
2.2653,0.0015,5468
2.2641,0.0015,5467
2.2656,0.0015,5466
2.2667,0.0014,5465
2.2654,0.0015,5464
2.2677,0.0015,5463
2.2678,0.0015,5462
2.267,0.0015,5461
2.2689,0.0014,5460
2.2695,0.0015,5459
2.2683,0.0014,5458
2.2708,0.0014,5457
2.2697,0.0014,5456
2.2709,0.0015,5455
2.2723,0.0015,5454
2.2706,0.0014,5453
2.2725,0.0014,5452
2.2745,0.0014,5451
2.272,0.0014,5450
2.2745,0.0014,5449
2.2749,0.0014,5448
2.2735,0.0014,5447
2.2765,0.0014,5446
2.2765,0.0014,5445
2.2751,0.0015,5444
2.2773,0.0014,5443
2.2766,0.0014,5442
2.2779,0.0013,5441
2.2794,0.0014,5440
2.2781,0.0014,5439
2.2795,0.0014,5438
2.2812,0.0014,5437
2.279,0.0013,5436
2.282,0.0014,5435
2.2821,0.0014,5434
2.2804,0.0014,5433
2.2831,0.0014,5432
2.2835,0.0013,5431
2.2821,0.0013,5430
2.2848,0.0013,5429
2.2834,0.0012,5428
2.285,0.0013,5427
2.2859,0.0014,5426
2.2852,0.0013,5425
2.2865,0.0013,5424
2.2883,0.0014,5423
2.2862,0.0013,5422
2.2884,0.0013,5421
2.2889,0.0013,5420
2.2876,0.0014,5419
2.2903,0.0012,5418
2.2904,0.0014,5417
